user_id,user_gender,user_age,age_group,country,location,interests,user_id_collision
fa7b1,Other,34,25-34,Canada,Robinsonberg,"food, photography",True
98ec3,Female,22,18-24,Australia,Teresaland,"fitness, news",False
b0b7d,Female,38,35-44,United States,Lake Maria,art,False
45d79,Female,23,18-24,Mexico,New Amber,"sports, fashion, lifestyle",False
a6bab,Male,24,18-24,Canada,Martinezburgh,"lifestyle, fashion",False
dc35e,Male,34,25-34,Australia,North Bryanfort,"news, health, gaming",False
a6f98,Male,18,18-24,Germany,Francesfurt,"fashion, lifestyle",False
d286a,Male,32,25-34,Germany,Christopherfort,"technology, sports, health",False
d1d57,Female,49,45-54,Brazil,North Jared,"sports, gaming",False
74ec0,Female,46,45-54,India,South Stephenfort,"travel, art, photography",False
00ecc,Other,28,25-34,Australia,Dunnmouth,photography,False
895b3,Female,22,18-24,Japan,East Brenda,technology,False
bc1bf,Male,16,16-17,Australia,Coreymouth,photography,False
80944,Male,28,25-34,Canada,Loritown,"technology, travel",False
a4252,Male,22,18-24,Mexico,North Nicholasmouth,"photography, food",False
17e51,Female,30,25-34,Brazil,Lake Brandi,art,False
c135e,Male,32,25-34,United States,Moraland,fitness,False
99428,Male,22,18-24,Australia,West Johnny,"health, photography",False
b53a4,Female,33,25-34,United States,South Amber,"lifestyle, finance, sports",False
b1909,Female,21,18-24,Australia,Josephfort,"photography, health",False
cb74e,Male,24,18-24,United States,North Ryanmouth,fashion,False
7563d,Female,33,25-34,Canada,East Kaitlynmouth,"photography, technology",False
b4076,Male,20,18-24,United States,Crawfordport,"food, fashion",False
10981,Other,23,18-24,United Kingdom,Bowenhaven,"fitness, gaming",False
f0ed0,Male,26,25-34,United Kingdom,Jennifertown,"fitness, art",False
0cf22,Male,28,25-34,Australia,South Laura,fitness,False
a906d,Male,16,16-17,Brazil,Atkinsshire,"gaming, technology, fitness",False
556b0,Male,28,25-34,Mexico,Randymouth,food,False
fa030,Other,16,16-17,India,Amandachester,"fashion, news",False
15ddc,Female,26,25-34,Australia,Lake Jasonchester,gaming,False
43705,Female,34,25-34,United States,Whitneyfurt,"technology, fashion, finance",False
8ea60,Other,27,25-34,United States,West Krista,"fitness, food",False
db5c2,Male,28,25-34,France,New Michelleville,"health, sports",False
94d94,Female,53,45-54,United States,Staceyview,"travel, food",False
0f5f5,Other,29,25-34,United Kingdom,North Maria,"technology, finance",False
fdbff,Male,25,25-34,Japan,Port Angela,news,False
2d739,Male,34,25-34,United Kingdom,Lake Joshuaside,art,False
d73d4,Male,18,18-24,United Kingdom,Teresafort,"sports, gaming, health",False
22ac4,Female,43,35-44,Brazil,Michaelhaven,lifestyle,False
b72a9,Female,22,18-24,Mexico,Markfort,"travel, health, gaming",False
56cf5,Male,36,35-44,India,Nelsonland,food,False
840f2,Male,24,18-24,Japan,Lake Jean,"lifestyle, fashion, health",False
063ee,Male,31,25-34,United States,West Matthewshire,"finance, technology, travel",False
c4c33,Male,24,18-24,Canada,Thomasfurt,"health, fashion",False
c7910,Female,35,35-44,Canada,West Suzannechester,technology,False
eed79,Female,25,25-34,Canada,South Carly,"food, technology, fitness",False
dc3ef,Female,39,35-44,Canada,Weeksberg,"sports, finance, photography",False
47fe8,Female,28,25-34,Brazil,Victoriastad,"technology, art, fitness",False
94f3e,Male,22,18-24,United Kingdom,South Heathertown,"fitness, travel",False
9fe19,Other,23,18-24,United States,Port Michaelashire,"health, gaming, news",False
d4f22,Male,39,35-44,United States,East Rachelview,fashion,False
ffd50,Male,17,16-17,Mexico,New Josephstad,fitness,False
5df1b,Female,27,25-34,United Kingdom,Lake Karenton,"health, fitness",False
c53f2,Female,26,25-34,France,New Jacqueline,"gaming, health",False
bec44,Female,30,25-34,Canada,Callahanburgh,"fashion, news, health",False
5a705,Male,44,35-44,United States,New Deniseport,"gaming, food",False
873cf,Female,18,18-24,United States,Michellechester,"fitness, lifestyle",False
f96bd,Male,24,18-24,Brazil,South Sandra,"fashion, art",False
873ea,Other,27,25-34,United States,Andersonport,"finance, sports",False
fbb28,Male,23,18-24,India,Jefferyborough,"lifestyle, art, sports",False
fc56c,Male,26,25-34,Canada,Kathytown,"fitness, health",False
044f3,Male,23,18-24,France,East Andrewport,"sports, news",False
8c96f,Male,19,18-24,United Kingdom,Josephburgh,"technology, fashion, finance",False
8d424,Male,25,25-34,India,Louistown,gaming,False
77c3d,Male,22,18-24,Germany,West Amy,"news, food",False
ca40d,Male,29,25-34,Australia,Robinmouth,travel,False
42b44,Other,16,16-17,United States,Lake Joshuaville,"fashion, finance, sports",False
49c4d,Female,23,18-24,Australia,Floreston,"news, gaming, fashion",False
4fbc0,Female,26,25-34,France,Morganfort,"technology, lifestyle",False
1177a,Male,28,25-34,United States,Port Luis,"lifestyle, fitness, travel",False
867b1,Female,19,18-24,United States,Chasefurt,news,False
f3579,Other,28,25-34,United Kingdom,Karenmouth,"fitness, art",False
87759,Male,21,18-24,Japan,Port Samueltown,"food, fashion",False
9dd1c,Male,18,18-24,Mexico,South Ginashire,"fashion, sports",False
7cd39,Male,31,25-34,Germany,Port Calebton,"gaming, news, lifestyle",False
d1e3b,Male,30,25-34,Brazil,West Monica,"sports, fashion, news",False
2b7c8,Male,32,25-34,United States,Lisastad,fitness,False
3c05c,Male,18,18-24,Canada,Taylorchester,fitness,False
f0f65,Male,36,35-44,Brazil,Tylerville,"fitness, gaming",False
4f164,Female,18,18-24,United States,Port Suzannemouth,food,False
d85e0,Other,29,25-34,Canada,North Michelle,fashion,False
c9d0f,Male,16,16-17,United Kingdom,West Sandra,gaming,False
093d4,Male,36,35-44,India,Palmerstad,"food, art",False
5017c,Male,31,25-34,Australia,Port Christina,"food, fitness",False
f88a0,Female,23,18-24,United Kingdom,Sandymouth,"photography, fitness, travel",False
9e701,Female,26,25-34,United States,Richardland,"fashion, travel",False
b0b27,Female,22,18-24,Australia,Diazchester,"sports, news",False
16f04,Male,21,18-24,India,Mcdanielland,"art, photography, gaming",False
8cd51,Female,23,18-24,United States,New Georgehaven,travel,False
d20f6,Male,39,35-44,Australia,Madisonmouth,"news, finance, art",False
965d7,Male,20,18-24,Australia,Amystad,food,False
a34e6,Female,23,18-24,Japan,Susanbury,"photography, technology, travel",False
1e83c,Female,24,18-24,France,West Evelyn,"lifestyle, photography",False
25d7d,Male,46,45-54,Germany,New Amyville,"sports, travel",False
18977,Male,31,25-34,United States,Patriciaport,"travel, art",False
e4e78,Male,19,18-24,Australia,Choiport,fitness,False
c2449,Female,27,25-34,United States,Port Alexis,photography,False
2a94f,Female,17,16-17,Japan,New Brendaborough,health,False
5a4e0,Female,33,25-34,United States,North Sydney,"technology, fitness",False
b90c5,Male,26,25-34,United States,Youngville,"photography, art, sports",False
769ec,Male,23,18-24,United States,Karachester,health,False
a11cb,Male,28,25-34,United States,West Anthony,"health, fitness",False
2cd80,Male,19,18-24,Germany,Rossfort,travel,False
e249f,Male,29,25-34,United Kingdom,West Charlene,finance,False
f8565,Other,30,25-34,Mexico,North Stephaniehaven,"sports, food",False
804f3,Female,16,16-17,United States,North Karenfort,"fashion, food, finance",False
8ab98,Male,22,18-24,Germany,Jennifertown,art,False
22cda,Male,19,18-24,United States,Wadeberg,fashion,False
aaed1,Female,34,25-34,India,Reynoldsville,"health, art, news",False
9bc0c,Male,34,25-34,Germany,Davidshire,fashion,False
4f12b,Other,23,18-24,Brazil,South Tonya,"travel, photography, technology",False
67829,Female,21,18-24,Japan,Lake Anaville,food,False
91914,Male,28,25-34,United States,Hayeshaven,"travel, technology, photography",False
cf625,Female,20,18-24,India,West Michael,gaming,False
2e16d,Other,22,18-24,United Kingdom,Beverlybury,sports,False
b04a5,Female,16,16-17,United States,Pamelaberg,"art, food",False
584fb,Other,45,45-54,Mexico,West Markside,travel,False
8cfd5,Female,20,18-24,Germany,Bennettton,fashion,False
11053,Male,37,35-44,United States,Steventown,"gaming, health, news",False
81a93,Male,37,35-44,Canada,Georgeville,"travel, technology, news",False
6540f,Male,52,45-54,United States,East Crystal,"fashion, food",False
d8969,Female,18,18-24,Germany,Lake Billyville,food,False
51e72,Female,28,25-34,United Kingdom,Mcculloughfort,"fitness, fashion, sports",False
09ffb,Male,33,25-34,Japan,Alexiston,finance,False
be6b2,Male,37,35-44,United Kingdom,West Danielport,"travel, fashion, lifestyle",False
2e2ae,Male,19,18-24,United States,South Leslieport,lifestyle,False
bc98a,Female,29,25-34,Mexico,Kevinstad,finance,False
1a7ac,Female,41,35-44,India,East Cassandrahaven,travel,False
82f60,Male,19,18-24,United Kingdom,Lake Reginaldfort,"sports, gaming",False
346ba,Male,33,25-34,United States,West William,"lifestyle, fitness, news",False
66fa8,Other,25,25-34,Japan,North Natalie,"technology, travel",False
da42e,Male,57,55-65,Brazil,South Jenniferton,"health, photography",False
082f6,Male,23,18-24,United States,Port Zachary,"travel, technology",False
1748c,Male,31,25-34,France,New Hunterport,"photography, art",False
e814f,Male,18,18-24,India,New Heather,fitness,False
ba0b3,Female,56,55-65,Brazil,Grantville,sports,False
b9763,Other,20,18-24,Canada,Williammouth,"art, photography",False
725e9,Male,19,18-24,Germany,Lake Scott,travel,False
522f6,Male,46,45-54,Canada,Vanessafort,"fashion, food, finance",False
b4fed,Male,30,25-34,United Kingdom,Amandaburgh,sports,False
4b13c,Male,22,18-24,United States,Davenportport,technology,False
aa510,Other,34,25-34,Canada,Campbellland,"fashion, art",False
43dd5,Male,36,35-44,India,South Ashleyview,fitness,False
b2915,Male,27,25-34,United States,East Austin,health,False
a1feb,Male,27,25-34,India,North David,"gaming, health",False
952ae,Female,17,16-17,Japan,South Monicamouth,news,False
143ff,Male,40,35-44,Germany,Jasminmouth,"fitness, travel",False
57f23,Female,20,18-24,India,Lopezmouth,travel,False
f519d,Male,35,35-44,United States,Jillfurt,"food, art",False
0875b,Other,16,16-17,United States,Lake Maryton,"news, food, gaming",False
d2b75,Female,31,25-34,Canada,New Kathyberg,"photography, technology, sports",False
c416d,Female,25,25-34,United Kingdom,New Erica,news,False
0c080,Other,30,25-34,United States,Danielsburgh,"news, lifestyle, food",False
0772a,Female,35,35-44,United States,Valentineberg,"technology, sports",False
23e81,Female,18,18-24,United States,Lake Michelle,art,False
de350,Female,16,16-17,Canada,New Marcia,travel,False
d5bbe,Female,19,18-24,Australia,New Amandaview,health,False
aa545,Female,24,18-24,United States,North John,fitness,False
aa4d3,Male,34,25-34,India,Chungfort,news,False
d3283,Female,19,18-24,Australia,Brittanychester,"technology, travel",False
7b66f,Female,16,16-17,Brazil,Christineborough,"art, lifestyle, food",False
f5a0f,Female,22,18-24,United States,Callahanburgh,health,False
25fe9,Male,33,25-34,United States,Port Saraview,"sports, art",False
b2912,Other,53,45-54,United Kingdom,Danamouth,"fitness, food",False
553b1,Male,23,18-24,Brazil,New Victoriabury,"lifestyle, health, finance",False
c45a3,Male,42,35-44,France,East Jeff,"finance, technology, fashion",False
f66bc,Female,35,35-44,India,Port Kirsten,"art, lifestyle, fitness",False
b6bb6,Male,26,25-34,United States,West Julie,gaming,False
c6dd4,Female,20,18-24,India,Jeffreyland,"sports, finance",False
aa3af,Female,23,18-24,United Kingdom,New Troy,"health, gaming, finance",False
4ee79,Male,28,25-34,Brazil,Port Brianna,art,False
aaeab,Male,32,25-34,India,Kristenport,sports,False
d17b0,Male,37,35-44,Mexico,Murphyfurt,"photography, art, fitness",False
acdfb,Male,39,35-44,United States,Meyerside,art,False
90e90,Male,17,16-17,Mexico,North Dustinport,"sports, lifestyle",False
bae96,Male,30,25-34,United States,Amandahaven,"fitness, photography, fashion",False
5eeae,Male,25,25-34,United States,North Gina,sports,False
a5f46,Female,50,45-54,France,New Sonya,"lifestyle, photography, health",False
8ada5,Male,22,18-24,United States,Kennethfort,travel,False
551d6,Male,28,25-34,United States,West Kevin,"finance, fitness, food",False
04d60,Female,24,18-24,United States,Jasonshire,"news, photography",False
32d3b,Female,33,25-34,United Kingdom,Abbottfurt,art,False
cc07c,Female,21,18-24,Brazil,West Fredericktown,fashion,False
d8168,Male,22,18-24,United States,Monicamouth,"finance, technology, travel",False
3c1d6,Female,20,18-24,United Kingdom,Ruizhaven,"photography, lifestyle, finance",False
9df77,Female,20,18-24,United States,Port Julie,"lifestyle, fashion, finance",False
d9952,Male,31,25-34,India,South Margaretstad,sports,False
53183,Female,16,16-17,Mexico,Port Matthewtown,"finance, photography",False
52cd2,Female,27,25-34,United States,Martinezland,"lifestyle, photography",False
0e014,Female,30,25-34,United States,Adamstown,"gaming, photography",False
dc5fd,Female,40,35-44,United States,West Joshua,"news, food, fitness",False
43943,Male,29,25-34,United Kingdom,Evelynmouth,"finance, sports",False
4dd81,Male,39,35-44,United Kingdom,Port Bethchester,"technology, lifestyle",False
405bc,Female,26,25-34,India,South Shelby,fashion,False
845b7,Male,22,18-24,Canada,Gordonborough,"fashion, technology",False
6a982,Other,26,25-34,Canada,East Michaela,"art, news, health",False
afd95,Female,27,25-34,United States,Brandymouth,"gaming, technology, fashion",False
b8ee1,Female,20,18-24,Australia,Westtown,food,False
a9b30,Male,17,16-17,Australia,Garnerland,travel,False
4c46e,Female,24,18-24,India,Lake Coryport,"finance, food, fashion",False
6d317,Other,18,18-24,United Kingdom,Port Elizabethview,"technology, finance",False
67d00,Female,20,18-24,Canada,Lake Alexandra,"news, sports, gaming",False
d19fe,Female,36,35-44,United States,West Richardside,"food, travel",False
3ef28,Male,32,25-34,United States,Derekhaven,technology,False
144f4,Male,31,25-34,United States,Lake Michaelmouth,"travel, fashion, food",False
57cd1,Female,34,25-34,United States,West Thomasmouth,photography,False
e448c,Male,16,16-17,United States,Hoffmanfurt,"lifestyle, fashion",False
2d8bd,Male,36,35-44,Canada,East John,"travel, fitness",False
abde9,Female,19,18-24,Brazil,Port Erikshire,lifestyle,False
e011a,Male,16,16-17,Canada,East Corey,"health, technology, sports",False
e7c26,Male,29,25-34,United States,Port Joshua,"food, gaming, lifestyle",False
098a5,Other,30,25-34,Germany,Cynthiatown,"fashion, lifestyle",False
30716,Male,28,25-34,United Kingdom,Adamville,"travel, fashion",False
2c0a8,Male,20,18-24,Mexico,Lake Sherri,"travel, health, food",False
8eaf6,Male,34,25-34,Japan,Evansport,"lifestyle, health",False
3d1d5,Male,32,25-34,Germany,South Nicholasland,"finance, food",False
5a190,Male,40,35-44,Australia,Dianeview,"news, photography, food",True
3d7c3,Female,27,25-34,United States,East Melissa,health,False
d5ba2,Male,30,25-34,Canada,New Maria,photography,False
5fbb6,Male,39,35-44,United States,New Blakefort,"gaming, food, fitness",False
06cf9,Male,22,18-24,France,Laurenview,art,False
7bcb6,Male,21,18-24,United Kingdom,North Michael,"travel, photography",False
b606f,Male,20,18-24,India,Amyport,"lifestyle, health, travel",False
1620e,Male,31,25-34,Canada,Lake Curtisberg,"health, finance, technology",False
0d7cd,Male,17,16-17,Canada,North Patrick,lifestyle,False
46700,Male,38,35-44,Germany,South Allison,travel,False
a8c2c,Male,35,35-44,United States,New Devinhaven,fashion,False
04d90,Male,32,25-34,India,Caseyfurt,"photography, art",False
d8d9a,Male,45,45-54,Mexico,Marktown,food,False
9024b,Male,16,16-17,India,Port Hollyfort,sports,False
d5ae0,Male,27,25-34,Australia,Hatfieldmouth,photography,False
109e8,Male,20,18-24,Australia,Heatherport,art,False
9fea8,Male,22,18-24,United Kingdom,East Austin,art,False
6f065,Male,20,18-24,United Kingdom,Joshualand,"lifestyle, food, finance",False
957aa,Male,33,25-34,Brazil,Garciaville,food,False
cb0b4,Male,35,35-44,Australia,East Davidstad,"fashion, sports, fitness",False
6eef7,Female,27,25-34,France,Garymouth,lifestyle,False
7ac71,Male,32,25-34,United States,Mendeztown,"food, technology, travel",False
7d306,Male,25,25-34,Canada,Robertshire,"art, sports, travel",False
4c264,Female,21,18-24,United States,New Elizabethchester,sports,False
39823,Male,32,25-34,Japan,Lake Adamton,technology,False
cb2b7,Male,17,16-17,Canada,Kirbyhaven,art,False
4dbaa,Other,27,25-34,India,Daniellemouth,"health, fitness, travel",False
b8ac2,Female,37,35-44,India,Blevinsburgh,"food, art",False
f8d00,Other,30,25-34,United States,Mendozafurt,finance,False
f5fdb,Male,25,25-34,India,Lisatown,"news, sports, fashion",False
7ed56,Male,18,18-24,Canada,Sheaton,"news, photography, travel",False
8643f,Male,30,25-34,Australia,Lynnville,"sports, technology",False
